Chromosome,Start,End,GeneID,Description,Strand
chr8,15613128,15613452,Niat3g_73891,RNase H domain-containing protein,-
chr8,15933644,15936612,Niat3g_73895,Unknown protein,-
chr8,16094076,16098297,Niat3g_73898,SHR-BD domain-containing protein,+
chr8,16100793,16105073,Niat3g_73900,SHR-BD domain-containing protein,+
chr8,16359993,16363316,Niat3g_73912,Splicing factor u2af small subunit b,-
chr8,16449261,16449849,Niat3g_73914,Enolase,-
chr8,16449935,16451909,Niat3g_73915,Enolase,-
chr8,16498623,16499301,Niat3g_73921,Peroxiredoxin,-
chr8,16530631,16530949,Niat3g_73926,Unknown protein,-
chr8,16533316,16539471,Niat3g_73927,Glucomannan 4-beta-mannosyltransferase 9,-
chr8,16703721,16705347,Niat3g_73930,Unknown protein,-
chr8,16706317,16706767,Niat3g_73931,ATP-dependent DNA helicase,-
chr8,16707679,16708300,Niat3g_73932,ATP-dependent DNA helicase,-
chr8,16834847,16837081,Niat3g_73938,Cytochrome p450 76a2,-
chr8,16838777,16839542,Niat3g_73939,Reverse transcriptase,-
chr8,16929904,16948575,Niat3g_73946,Glycos_transf_N domain-containing protein,+
chr8,16963005,16965542,Niat3g_73948,Integrase catalytic domain-containing protein,-
chr8,17114696,17114933,Niat3g_73959,Unknown protein,-
chr8,17157075,17168127,Niat3g_73967,Pyruvate kinase,+
chr8,17187678,17187927,Niat3g_73968,Unknown protein,-
chr8,17275499,17277339,Niat3g_73980,Unknown protein,-
chr8,17283944,17284250,Niat3g_73981,Unknown protein,-
chr8,17301320,17301758,Niat3g_73983,Unknown protein,-
chr8,17361712,17371550,Niat3g_73988,F-box protein PP2-A15,+
chr8,17372700,17374463,Niat3g_73989,60S ribosomal protein L24,-
chr8,17383640,17387988,Niat3g_73990,Sulfite exporter TauE/SafE family protein 4,-
chr8,17462815,17463061,Niat3g_73998,Unknown protein,-
chr8,17561619,17567395,Niat3g_74009,Exostosin domain-containing protein,-
chr8,17592920,17593271,Niat3g_74011,DAO domain-containing protein,+
chr8,17594262,17602188,Niat3g_74012,Threonine dehydratase,-
chr8,17649055,17663965,Niat3g_74013,Gln-synt_C domain-containing protein,+
chr8,17664188,17666986,Niat3g_74014,Pectinesterase,-
chr8,17668534,17693936,Niat3g_74015,PHD-type domain-containing protein,-
chr8,17687646,17688973,Niat3g_74016,Reverse transcriptase domain-containing protein,-
chr8,17852911,17853166,Niat3g_74026,Unknown protein,+
chr8,17894497,17901884,Niat3g_74030,"Carotene epsilon-monooxygenase, chloroplastic",-
chr8,17904748,17910129,Niat3g_74031,vacuolar protein-sorting-associated protein 37 homolog 1,-
chr8,18011620,18013195,Niat3g_74047,"Gag/pol polyprotein, 3'-partial, putative",+
chr8,18038120,18038468,Niat3g_74051,Unknown protein,+
chr8,18047715,18056739,Niat3g_74053,ER membrane protein complex subunit 1-like,-
chr8,18130825,18131083,Niat3g_74059,"30S ribosomal protein S7, chloroplastic",-
chr8,18144814,18145492,Niat3g_74061,CCHC-type domain-containing protein,+
chr8,18178662,18180483,Niat3g_74065,UDP-glycosyltransferase g02093,+
chr8,18196661,18197318,Niat3g_74067,Glycosyltransferase,+
chr8,18218710,18219035,Niat3g_74070,Unknown protein,+
chr8,18282569,18282911,Niat3g_74073,Unknown protein,+
chr8,18289087,18289360,Niat3g_74074,Unknown protein,+
chr8,18382156,18383204,Niat3g_74079,Aquaporin tip1-1,+
chr8,18407739,18409638,Niat3g_74087,E3 ubiquitin-protein ligase MIEL1-like,+
chr8,18410506,18411486,Niat3g_74088,E3 ubiquitin-protein ligase miel1,+
chr8,18423432,18430491,Niat3g_74089,Alpha carbonic anhydrase 7,-
chr8,18567583,18570594,Niat3g_74092,Unknown protein,-
chr8,18571661,18577793,Niat3g_74093,Serine/threonine protein phosphatase 2A regulatory subunit,-
chr8,18597265,18603211,Niat3g_74094,Peptidyl-prolyl cis-trans isomerase,-
chr8,18636087,18637794,Niat3g_74095,Nodulin-like domain-containing protein,-
chr8,18794755,18808046,Niat3g_74098,FAD synthase-like,+
chr8,18810164,18811337,Niat3g_74099,S-adenosylmethionine synthase,-
chr8,18841260,18841665,Niat3g_74100,DNA-binding protein HEXBP-like,+
chr8,18888522,18889823,Niat3g_74101,Transcription factor myb36,+
chr8,18891952,18898697,Niat3g_74102,Lysine--tRNA ligase,-
chr8,18902923,18905881,Niat3g_74104,zinc finger protein 593,-
chr8,19002598,19004197,Niat3g_74105,"Translation initiation factor IF-1, chloroplastic",-
chr8,19031717,19033850,Niat3g_74106,Heavy metal-associated isoprenylated plant protein 3,+
chr8,19248064,19248406,Niat3g_74108,auxin-responsive protein SAUR36-like,+
chr8,19301351,19301713,Niat3g_74110,Unknown protein,-
chr8,19475054,19475459,Niat3g_74112,Auxin-responsive protein saur32,+
chr8,19729020,19729425,Niat3g_74115,Auxin-responsive protein saur32,+
chr8,19732510,19733224,Niat3g_74117,Unknown protein,-
chr8,19838981,19842351,Niat3g_74118,"Thylakoid lumenal 15.0 kDa protein 2, chloroplastic",-
chr8,19883485,19884071,Niat3g_74119,Transcription initiation factor tfiid subunit 8,+
chr8,19884514,19884850,Niat3g_74120,Transcription initiation factor tfiid subunit 8,+
chr8,20097720,20102689,Niat3g_74121,Cell division cycle protein 48-like protein,+
chr8,20146935,20147262,Niat3g_74125,Unknown protein,+
chr8,20291219,20294974,Niat3g_74127,Unknown protein,-
chr8,20413287,20413533,Niat3g_74131,Ubiquitin-like domain-containing protein,+
chr8,20474077,20474476,Niat3g_74133,RNase H domain-containing protein,-
chr8,20544166,20544523,Niat3g_74140,Ubiquitin-like domain-containing protein,+
chr8,20562376,20562883,Niat3g_74143,Retrovirus-related Pol polyprotein from transposon TNT 1-94,-
chr8,20570030,20570510,Niat3g_74144,Retrovirus-related Pol polyprotein from transposon TNT 1-94,-
chr8,20595705,20596512,Niat3g_74149,Protein kinase domain-containing protein,+
chr8,20598120,20598612,Niat3g_74150,Integrase catalytic domain-containing protein,+
chr8,20686800,20687474,Niat3g_74161,Ubiquitin-like domain-containing protein,+
chr8,20697039,20697306,Niat3g_74163,Unknown protein,-
chr8,20729278,20729542,Niat3g_74166,Unknown protein,+
chr8,20729590,20729821,Niat3g_74167,Protein kinase domain-containing protein,+
chr8,20729979,20730465,Niat3g_74169,Unknown protein,+
chr8,20738621,20738996,Niat3g_74164,Ubiquitin-like domain-containing protein,+
chr8,20956551,20958345,Niat3g_74178,Pentatricopeptide repeat-containing protein At2g32630,+
chr8,20962666,20963026,Niat3g_74181,Heptahelical transmembrane protein 4,+
chr8,21002720,21004804,Niat3g_74183,Pentatricopeptide repeat-containing protein At2g32630,+
chr8,21008552,21009395,Niat3g_74184,Fasciclin-like arabinogalactan protein 12,+
chr8,21091752,21093828,Niat3g_74185,Protein kinase domain-containing protein,+
chr8,21094476,21096731,Niat3g_74186,aquaporin PIP2-1-like,-
chr8,21100890,21103661,Niat3g_74189,Polyubiquitin,-
chr8,21213691,21217812,Niat3g_74190,Cytokinin riboside 5'-monophosphate phosphoribohydrolase,-
chr8,21525970,21531258,Niat3g_74191,Small rna degrading nuclease 3,+
chr8,21554944,21557277,Niat3g_74192,Zinc finger protein jackdaw,-
chr8,21603077,21608769,Niat3g_74193,Syntaxin-71,-
chr8,21747997,21763042,Niat3g_74194,disease resistance protein RGA2-like,+
chr8,21759281,21762743,Niat3g_74195,disease resistance protein RGA2-like,+
chr8,21801069,21803400,Niat3g_74196,Protein FAR1-RELATED SEQUENCE like,+
chr8,21823307,21824636,Niat3g_74197,Knob-associated histidine-rich protein,+
chr8,21852311,21854993,Niat3g_74199,Peroxidase,+
chr8,21858019,21860170,Niat3g_74200,Lectin receptor kinase-like protein,+
chr8,21886565,21888457,Niat3g_74201,DNA-binding protein S1FA-like,+
chr8,21889218,21892213,Niat3g_74202,Cell number regulator 8,-
chr8,21934580,21935572,Niat3g_74203,Topoisomerase 1-associated factor like,-
chr8,22007825,22018047,Niat3g_74204,Importin subunit alpha,+
chr8,22103970,22107906,Niat3g_74205,Protein IQ-DOMAIN 1,+
chr8,22172352,22178133,Niat3g_74206,"Interactor of constitutive active ROPs 2, chloroplastic",+
chr8,22194031,22197541,Niat3g_74207,Subtilisin-like protease sbt1.9,-
chr8,22221675,22223880,Niat3g_74208,40S ribosomal protein S23,-
chr8,22257460,22260235,Niat3g_74209,subtilisin-like protease,+
chr8,22325763,22326831,Niat3g_74221,Subtilisin-like protease sbt1.9,+
chr8,22326866,22328060,Niat3g_74222,Subtilisin-like protease sbt1.9,+
chr8,22439641,22442265,Niat3g_74223,AP2-like ethylene-responsive transcription factor TOE3 isoform X1,-
chr8,22503699,22506003,Niat3g_74225,60s ribosomal protein l4,-
chr8,22507776,22517569,Niat3g_74226,Protein reveille 8,-
chr8,22606278,22608681,Niat3g_74227,WRKY transcription factor,+
chr8,22609427,22611938,Niat3g_74228,Glutathione s-transferase l3,-
chr8,22633848,22636086,Niat3g_74229,PPM-type phosphatase domain-containing protein,-
chr8,22658923,22661268,Niat3g_74230,Integrase catalytic domain-containing protein,-
chr8,22862610,22863783,Niat3g_74231,"E3 ubiquitin-protein ligase SGR9, amyloplastic-like",-
chr8,22978076,22978550,Niat3g_74233,Dirigent protein 17,+
chr8,22981591,22984927,Niat3g_74234,nuclear factor related to kappa-B-binding protein-like,+
chr8,23145942,23148194,Niat3g_74236,Abc transporter g family member 20,-
chr8,23150707,23153206,Niat3g_74237,Formin-like protein,-
chr8,23185583,23186018,Niat3g_74239,Flagellar hook-associated protein like,-
chr8,23218554,23219859,Niat3g_74242,protein GPR107-like,-
chr8,23264514,23277171,Niat3g_74243,Phosphatidate phosphatase pah1,+
chr8,23278241,23279789,Niat3g_74244,Pentatricopeptide repeat-containing protein,+
chr8,23281449,23284708,Niat3g_74246,Ankyrin repeat-containing protein,-
chr8,23308319,23310495,Niat3g_74248,Cytochrome P450,+
chr8,23362445,23367096,Niat3g_74249,Cytochrome P450,+
chr8,23488839,23492493,Niat3g_74251,Plant protein 1589 of unknown function,-
chr8,23611329,23613873,Niat3g_74253,60s ribosomal protein l23a,+
chr8,23614630,23614999,Niat3g_74254,Unknown protein,+
chr8,23636826,23638967,Niat3g_74257,Unknown protein,+
chr8,23640166,23644026,Niat3g_74258,glycine-rich RNA-binding protein,-
chr8,23649590,23661212,Niat3g_74259,PHD-type domain-containing protein,-
chr8,23729131,23736479,Niat3g_74261,Eukaryotic translation initiation factor 3 subunit A,+
chr8,23738494,23739838,Niat3g_74262,Molybdate transporter 1,+
chr8,23831380,23836105,Niat3g_74264,Arf-GAP domain-containing protein,+
chr8,23839206,23839599,Niat3g_74266,Unknown protein,-
chr8,23851815,23853801,Niat3g_74271,RING-type domain-containing protein,-
chr8,23931701,23932167,Niat3g_74273,Unknown protein,-
chr8,23961693,23961981,Niat3g_74274,Unknown protein,+
chr8,23965974,23973286,Niat3g_74275,F-box/LRR-repeat protein,-
chr8,24091296,24091905,Niat3g_74278,PMEI domain-containing protein,+
chr8,24162475,24173197,Niat3g_74280,Protein trm32,+
chr8,24176591,24195810,Niat3g_74281,E3 ubiquitin-protein ligase,-
chr8,24281722,24283994,Niat3g_74282,Unknown protein,-
chr8,24305479,24308589,Niat3g_74284,Protein kinase,+
chr8,24309658,24312214,Niat3g_74285,Expansin,-
chr8,24432151,24432850,Niat3g_74288,Zinc knuckle family protein,-
chr8,24438040,24445512,Niat3g_74289,Oxysterol-binding family protein,+
chr8,24448275,24448695,Niat3g_74290,ATP-dependent 6-phosphofructokinase,-
chr8,24463646,24464737,Niat3g_74294,UPF0161 protein At3g09310,-
chr8,24465885,24470259,Niat3g_74295,S-acyltransferase,-
chr8,24506325,24510343,Niat3g_74303,Laccase,-
chr8,24603697,24605744,Niat3g_74305,GDSL esterase/lipase CPRD49-like,-
chr8,24795204,24797661,Niat3g_74312,GDSL esterase/lipase CPRD49-like,-
chr8,24986045,24989685,Niat3g_74313,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein isoform 1,+
chr8,24991013,24993565,Niat3g_74314,Alkyl transferase,+
chr8,25090578,25093049,Niat3g_74316,RING-type domain-containing protein,+
chr8,25096199,25099309,Niat3g_74317,Protein kinase domain-containing protein,-
chr8,25179671,25186527,Niat3g_74326,Sulfoquinovosyl transferase sqd2,+
chr8,25196151,25200379,Niat3g_74327,Laccase,-
chr8,25216512,25217371,Niat3g_74328,Unknown protein,+
chr8,25258637,25260548,Niat3g_74329,"UPF0503 protein At3g09070, chloroplastic-like",-
chr8,25304636,25311830,Niat3g_74339,Protein defective in exine formation 1,-
chr8,25358525,25361893,Niat3g_74343,replication protein A 70 kDa DNA-binding subunit A-like isoform X2,+
chr8,25364586,25364829,Niat3g_74345,Unknown protein,-
chr8,25415486,25415717,Niat3g_74347,Unknown protein,-
chr8,25423430,25423661,Niat3g_74349,Unknown protein,-
chr8,25481135,25481963,Niat3g_74354,RNase H domain-containing protein,+
chr8,25582186,25582609,Niat3g_74369,Unknown protein,-
chr8,25597704,25601292,Niat3g_74370,O-fucosyltransferase 19,+
chr8,25603771,25604593,Niat3g_74372,"Heme-binding-like protein At3g10130, chloroplastic",-
chr8,25657102,25659059,Niat3g_74382,Tubulin beta chain,+
chr8,25749182,25750878,Niat3g_74393,NtEIG-E80 protein,+
chr8,25829696,25833826,Niat3g_74402,Protein kinase domain-containing protein,-
chr8,25853811,25854353,Niat3g_74403,Protein suppressor of k(+) transport growth defect 1,+
chr8,25858189,25859767,Niat3g_74405,Protein suppressor of k(+) transport growth defect 1,+
chr8,25860016,25878110,Niat3g_74406,hippocampus abundant transcript-like protein 1 isoform X1,-
chr8,25878160,25879172,Niat3g_74408,hippocampus abundant transcript-like protein 1 isoform X2,-
chr8,25890097,25890820,Niat3g_74410,Unknown protein,-
chr8,25920976,25921297,Niat3g_74413,Unknown protein,+
chr8,25933697,25936072,Niat3g_74415,DWNN domain-containing protein,-
chr8,25940354,25953058,Niat3g_74419,Sm domain-containing protein,-
chr8,26050061,26050313,Niat3g_74426,Unknown protein,-
chr8,26171454,26173229,Niat3g_74432,Unknown protein,-
chr8,26234904,26238961,Niat3g_74435,Phosphatidylinositol:ceramide inositolphosphotransferase 1,-
chr8,26266894,26267720,Niat3g_74436,Copper transporter 1,+
chr8,26412458,26412863,Niat3g_74439,Unknown protein,+
chr8,26418540,26420372,Niat3g_74440,Unknown protein,-
chr8,26546242,26547752,Niat3g_74441,Glutathione S-transferase U8,-
chr8,26786454,26786721,Niat3g_74445,Unknown protein,+
chr8,26955168,26955495,Niat3g_74446,inhibitor of trypsin and hageman factor-like,+
chr8,26957009,26958449,Niat3g_74447,Avr9/Cf-9 rapidly elicited protein 137,-
chr8,27067177,27068659,Niat3g_74448,Glycerol-3-phosphate 2-o-acyltransferase 6,-
chr8,27108298,27108886,Niat3g_74450,Glycerol-3-phosphate 2-o-acyltransferase 6,+
chr8,27110140,27110407,Niat3g_74451,Unknown protein,-
chr8,27220754,27221208,Niat3g_74454,DUF4216 domain-containing protein,+
chr8,27351955,27352582,Niat3g_74457,Transcriptional regulator tac1,-
chr8,27392436,27392763,Niat3g_74459,Reverse transcriptase domain-containing protein,-
chr8,27478167,27479360,Niat3g_74463,PMEI domain-containing protein,+
chr8,27481190,27484206,Niat3g_74464,PRA1 family protein,-
chr8,27528686,27538867,Niat3g_74465,Serine/threonine-protein kinase,+
chr8,27634970,27638675,Niat3g_74467,Protein nrt1 ptr family 5.7,-
chr8,27846119,27850627,Niat3g_74468,Protein nrt1 ptr family 5.6,-
chr8,28066731,28069715,Niat3g_74473,"Ribulose bisphosphate carboxylase/oxygenase activase, chloroplastic",+
chr8,28070110,28071063,Niat3g_74474,E3 ubiquitin-protein ligase MBR1-like,-
chr8,28098889,28101447,Niat3g_74479,L-type lectin-domain containing receptor kinase s.4,+
chr8,28112157,28119141,Niat3g_74481,glucose-induced degradation protein 4 homolog isoform X1,+
chr8,28122479,28123359,Niat3g_74482,thaumatin-like protein,+
chr8,28153388,28157703,Niat3g_74491,Amino acid transporter ant1,+
chr8,28169361,28173087,Niat3g_74496,Laccase,+
chr8,28317116,28319985,Niat3g_74497,Fe2OG dioxygenase domain-containing protein,-
chr8,28362717,28370095,Niat3g_74498,Calcium-dependent protein kinase 13,-
chr8,28494489,28495889,Niat3g_74500,Trihelix transcription factor gt-3b,+
chr8,28668490,28672599,Niat3g_74503,"Acyl-coenzyme a oxidase 4, peroxisomal",+
chr8,28791094,28792432,Niat3g_74506,DOG1 domain-containing protein,-
chr8,28831236,28834196,Niat3g_74507,Protein trichome birefringence-like 3,+
chr8,28982084,28984926,Niat3g_74508,Thioredoxin domain-containing protein,+
chr8,29006913,29011480,Niat3g_74510,Mitochondrial succinate-fumarate transporter like,+
chr8,29101034,29105381,Niat3g_74511,Heparanase-like protein 3,+
chr8,29108548,29110520,Niat3g_74512,Glycosyltransferase,+
chr8,29172007,29183049,Niat3g_74516,Bag family molecular chaperone regulator 4,+
chr8,29188069,29190945,Niat3g_74518,"Protein of unknown function, DUF538",-
chr8,29262155,29262797,Niat3g_74519,abscisic acid receptor PYL4-like,+
chr8,29486950,29490379,Niat3g_74521,Protein trichome birefringence-like 35,+
chr8,29497627,29510860,Niat3g_74522,Protein DETOXIFICATION,+
chr8,29521236,29523985,Niat3g_74525,macrophage migration inhibitory factor homolog,+
chr8,29524607,29532452,Niat3g_74526,kelch-like protein 3,-
chr8,29537603,29540404,Niat3g_74527,PPM-type phosphatase domain-containing protein,-
chr8,29561717,29562968,Niat3g_74528,Short-chain dehydrogenase reductase 2a,+
chr8,29569481,29584400,Niat3g_74529,D-alanine--D-alanine ligase,-
chr8,29702341,29704717,Niat3g_74541,Protein LURP-one-related 15,+
chr8,29714532,29719374,Niat3g_74543,prosaposin-like,+
chr8,29720854,29722915,Niat3g_74544,Non-specific serine/threonine protein kinase,-
chr8,29759085,29761398,Niat3g_74548,disease resistance protein RGA2-like,-
chr8,29778323,29784354,Niat3g_74553,MACPF domain-containing protein CAD1-like,+
chr8,29784308,29788963,Niat3g_74554,PMD domain-containing protein,-
chr8,29792303,29795225,Niat3g_74555,DNA-binding protein 4,-
chr8,29805040,29810171,Niat3g_74556,PRC-barrel-like protein,-
chr8,29811789,29815287,Niat3g_74557,"serine/threonine-protein kinase STN8, chloroplastic-like",+
chr8,29846758,29853052,Niat3g_74560,Protein kinase domain-containing protein,+
chr8,29880649,29889516,Niat3g_74567,IAA-amino acid hydrolase ILR1,+
chr8,29885646,29887178,Niat3g_74568,Retrovirus-related Pol polyprotein from transposon TNT 1-94,+
chr8,29890527,29890917,Niat3g_74569,NB-ARC domain-containing protein,+
chr8,29891189,29892555,Niat3g_74570,NB-ARC domain-containing protein,+
chr8,30062140,30063771,Niat3g_74582,disease resistance protein RGA2-like,+
chr8,30090390,30103710,Niat3g_74584,Katanin p60 atpase-containing subunit a1,-
chr8,30106990,30107239,Niat3g_74585,CCHC-type domain-containing protein,+
chr8,30135407,30135950,Niat3g_74587,Unknown protein,+
chr8,30169513,30169747,Niat3g_74590,Reverse transcriptase domain-containing protein,+
chr8,30265473,30265800,Niat3g_74600,Unknown protein,+
chr8,30300988,30301285,Niat3g_74603,Unknown protein,+
chr8,30302348,30304775,Niat3g_74604,F-box protein SKIP24,+
chr8,30306437,30310335,Niat3g_74605,"Beta-fructofuranosidase, insoluble isoenzyme 1",-
chr8,30316181,30325119,Niat3g_74606,"3-hydroxyisobutyryl-coa hydrolase-like protein 2, mitochondrial",-
chr8,30371627,30373935,Niat3g_74610,Myb-related protein 2,+
chr8,30381963,30382191,Niat3g_74613,Unknown protein,+
chr8,30417695,30417956,Niat3g_74615,protein SHI RELATED SEQUENCE 1-like,+
chr8,30426029,30426260,Niat3g_74616,Unknown protein,+
chr8,30436878,30442498,Niat3g_74617,IQ domain-containing protein IQM3,+
chr8,30449538,30467289,Niat3g_74618,BTB/POZ domain-containing protein FBL11 isoform X1,+
chr8,30470869,30472087,Niat3g_74619,Protein elc,-
chr8,30479537,30494547,Niat3g_74621,WD_REPEATS_REGION domain-containing protein,-
chr8,30520646,30520937,Niat3g_74622,Unknown protein,+
chr8,30535813,30536080,Niat3g_74625,Unknown protein,+
chr8,30608065,30612006,Niat3g_74627,histone deacetylase HDT1-like,+
chr8,30614807,30620510,Niat3g_74628,Enolase,-
chr8,30622271,30622571,Niat3g_74629,MADS-box transcription factor 23-like,+
chr8,30655249,30657962,Niat3g_74636,Cytochrome P450,-
chr8,30798129,30801202,Niat3g_74644,F-box protein PP2-A15,+
chr8,30803339,30806559,Niat3g_74645,60S ribosomal protein L24,-
chr8,30836928,30841622,Niat3g_74647,Serinethreonine-protein kinase afc2,+
chr8,30843432,30846286,Niat3g_74648,Exostosin-like protein,+
chr8,30883617,30887087,Niat3g_74649,GDSL esterase/lipase,-
chr8,30895245,30905427,Niat3g_74650,Threonine dehydratase,-
chr8,31089081,31095243,Niat3g_74651,Polyadenylate-binding protein,-
chr8,31143749,31144085,Niat3g_74652,Protein yippee-like,+
chr8,31265350,31275647,Niat3g_74658,Aspartic proteinase-like protein 2,-
chr8,31330658,31338547,Niat3g_74659,Dead-box atp-dependent rna helicase 38,+
chr8,31340852,31341674,Niat3g_74660,RING-H2 finger protein ATL52-like,+
chr8,31475208,31477403,Niat3g_74662,B box-type domain-containing protein,-
chr8,31498485,31503590,Niat3g_74663,Vacuolar protein-sorting-associated protein 37-like 1,+
chr8,31507749,31510859,Niat3g_74664,DUF1992 domain-containing protein,-
chr8,31555591,31559419,Niat3g_74665,Caffeic acid 3-o-methyltransferase,+
chr8,31680014,31681487,Niat3g_74667,Glycosyltransferase,-
chr8,31706152,31707616,Niat3g_74668,Glycosyltransferase,+
chr8,31997095,31997487,Niat3g_74670,"protein SLOW GREEN 1, chloroplastic-like",+
chr8,32003522,32005820,Niat3g_74671,HMA domain-containing protein,-
chr8,32010859,32018380,Niat3g_74672,UDP-glucuronic acid decarboxylase 1-like,-
chr8,32023580,32023937,Niat3g_74673,BAH domain-containing protein,-
chr8,32033887,32037419,Niat3g_74675,Ycf20-like protein,-
chr8,32153653,32154499,Niat3g_74676,Membrane-associated kinase regulator 4,-
chr8,32361865,32362675,Niat3g_74677,Membrane-associated kinase regulator 4,-
chr8,32634034,32634262,Niat3g_74679,Unknown protein,+
chr8,32725218,32725497,Niat3g_74688,Unknown protein,+
chr8,32734736,32738483,Niat3g_74689,Protein aluminum sensitive 3,+
chr8,32739668,32740337,Niat3g_74691,SCP domain-containing protein,-
chr8,32743073,32747112,Niat3g_74690,protein MODIFIER OF SNC1 11-like,-
chr8,32747784,32762172,Niat3g_74692,"thylakoid membrane protein TERC, chloroplastic",+
chr8,32763084,32767111,Niat3g_74693,Protein kinase domain-containing protein,-
chr8,32777238,32777571,Niat3g_74694,Extra-large guanine nucleotide-binding protein 3,+
chr8,32778741,32779377,Niat3g_74695,DUF4283 domain-containing protein,+
chr8,32779797,32780409,Niat3g_74696,DUF4283 domain-containing protein,+
chr8,32826156,32826641,Niat3g_74698,DUF4283 domain-containing protein,-
chr8,32828306,32843093,Niat3g_74699,Two-component response regulator-like aprr7,-
chr8,32846006,32846288,Niat3g_74700,Unknown protein,+
chr8,32919227,32922106,Niat3g_74711,60s ribosomal protein l4,+
chr8,32932452,32943022,Niat3g_74712,Subtilisin-like protease sbt6.1,-
chr8,32944171,32948320,Niat3g_74714,40S ribosomal protein S23,-
chr8,32950243,32954265,Niat3g_74715,"Interactor of constitutive active ROPs 2, chloroplastic",-
chr8,33053828,33058561,Niat3g_74722,mitochondrial import inner membrane translocase subunit TIM14-1-like,-
chr8,33080424,33084065,Niat3g_74726,Protein IQ-DOMAIN 1,-
chr8,33261894,33262134,Niat3g_74740,Unknown protein,+
chr8,33266337,33274322,Niat3g_74741,WD repeat-containing protein 20,+
chr8,33276235,33276757,Niat3g_74742,Proteinase inhibitor 1,-
chr8,33279898,33280793,Niat3g_74743,Proteinase inhibitor,+
chr8,33331137,33331883,Niat3g_74748,Trypsin inhibitor 1,+
chr8,33385160,33385637,Niat3g_74749,"Protein of unknown function, DUF584",+
chr8,33387442,33394855,Niat3g_74751,CASP-like protein,-
chr8,33397417,33397897,Niat3g_74753,Polyubiquitin,-
chr8,33418340,33435132,Niat3g_74754,Polyubiquitin,-
chr8,33516454,33520248,Niat3g_74755,Auxin response factor,-
chr8,33530616,33535624,Niat3g_74757,BTB/POZ domain-containing protein At5g03250,+
chr8,33555144,33557272,Niat3g_74758,"29 kDa ribonucleoprotein B, chloroplastic",-
chr8,33590124,33593892,Niat3g_74760,Phenylalanine ammonia-lyase,+
chr8,33625264,33628942,Niat3g_74761,Adenosine kinase,+
chr8,33720514,33720932,Niat3g_74763,Ubiquitin-like domain-containing protein,+
chr8,33731780,33732038,Niat3g_74764,Ubiquitin-like domain-containing protein,+
chr8,33734645,33738334,Niat3g_74765,translin-like,+
chr8,33761572,33761920,Niat3g_74767,auxin-induced protein 15A-like,+
chr8,33821627,33822019,Niat3g_74768,Unknown protein,-
chr8,34121435,34123711,Niat3g_74770,Heavy metal-associated isoprenylated plant protein 3,-
chr8,34289341,34290514,Niat3g_74771,S-adenosylmethionine synthase,+
chr8,34408964,34409243,Niat3g_74773,CarbpepA_inh domain-containing protein,-
chr8,34628917,34630296,Niat3g_74775,MYB transcription factor,-
chr8,34769174,34769729,Niat3g_74777,Retrovirus-related Pol polyprotein from transposon TNT 1-94,+
chr8,35453349,35454548,Niat3g_74780,MYB transcription factor,+
chr8,35666266,35671083,Niat3g_74781,Protein phosphatase 2A regulatory B subunit family protein,+
chr8,35786845,35790117,Niat3g_74784,Ribosomal protein L31,+
chr8,35791786,35795112,Niat3g_74786,CBFD_NFYB_HMF domain-containing protein,-
chr8,35838949,35839207,Niat3g_74791,Unknown protein,+
chr8,35859955,35860189,Niat3g_74792,Unknown protein,+
chr8,35879907,35880168,Niat3g_74793,Unknown protein,+
chr8,35897623,35901095,Niat3g_74795,Matrin-type domain-containing protein,+
chr8,35901692,35909128,Niat3g_74796,Phosphatidylinositol 4-phosphate 5-kinase,-
chr8,35998071,36000127,Niat3g_74800,60S ribosomal protein L23a-like,+
chr8,36008134,36015552,Niat3g_74801,Kinesin motor domain-containing protein,+
chr8,36021964,36028905,Niat3g_74803,RAB GTPase homolog 8,-
chr8,36103508,36105639,Niat3g_74817,Unknown protein,+
chr8,36106440,36110285,Niat3g_74818,"Short-chain dehydrogenase TIC 32, chloroplastic",-
chr8,36127151,36139681,Niat3g_74819,THO complex subunit 4A-like,+
chr8,36143851,36146906,Niat3g_74820,Heat shock 70 kDa protein,+
chr8,36149592,36152143,Niat3g_74821,HSP20-like chaperones superfamily protein,-
chr8,36263742,36263979,Niat3g_74832,Unknown protein,+
chr8,36270767,36271049,Niat3g_74834,Aspartate--tRNA(Asp/Asn) ligase,+
chr8,36310287,36313762,Niat3g_74839,WD repeat-containing protein 44-like,+
chr8,36370013,36372086,Niat3g_74840,Dof zinc finger protein dof2.4,-
chr8,36436763,36437198,Niat3g_74842,cyclin-dependent protein kinase inhibitor SMR2-like,-
chr8,36450521,36450956,Niat3g_74843,cyclin-dependent protein kinase inhibitor SMR2-like,-
chr8,36578329,36580191,Niat3g_74845,Actin,+
chr8,36582022,36586649,Niat3g_74846,Unknown protein,+
chr8,36607562,36614987,Niat3g_74847,Pectin acetylesterase,+
chr8,36627208,36629675,Niat3g_74848,PPM-type phosphatase domain-containing protein,-
chr8,36700362,36701130,Niat3g_74849,Steroid 5-alpha-reductase DET2,+
chr8,36720066,36722853,Niat3g_74850,mitochondrial import inner membrane translocase subunit Tim9,+
chr8,36726014,36736072,Niat3g_74851,Myb-related protein 3r-1,+
chr8,36788701,36793052,Niat3g_74854,Expansin,-
